id,production_location,production_location2,sale_location,sale_location2,types_of_sampling,food_category,adulterant_category,adulterant,food_specifications_model_list,mandate_level,manufacturer_type,sampled_location_type,grade
25,山东省,青岛市,山东省,青岛市,Same Place,bee product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
67,湖南省,怀化市,湖南省,怀化市,Same Place,bee product,Specification,果糖和葡萄糖,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
5393,浙江省,温州市,浙江省,温州市,Same Place,aquatic product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,1
3347,广西壮族自治区,南宁市,广西壮族自治区,南宁市,Same Place,pastry,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,wholesale market,0
3300,江苏省,南通市,江苏省,南通市,Same Place,pastry,Specification,过氧化值,Bulk weighing,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7431,甘肃省,陇南市,甘肃省,陇南市,Same Place,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
5238,广东省,揭阳市,广东省,揭阳市,Same Place,aquatic product,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Provincially Mandated,manufacturer,wholesale market,3
808,广东省,湛江市,广东省,江门市,Off-site,alcohol,Food additive,酒精度;糖精钠,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7020,浙江省,嘉兴市,浙江省,嘉兴市,Same Place,nut and nut product,Specification,酸价,Bulk weighing,Nationally Mandated,manufacturer,wholesale market,0
4707,广东省,深圳市,广东省,深圳市,Same Place,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7409,江苏省,苏州市,江苏省,苏州市,Same Place,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
3279,湖南省,长沙市,湖南省,长沙市,Same Place,pastry,Specification,过氧化值,Bulk weighing,Nationally Mandated,manufacturer,wholesale/retail,0
7467,陕西省,渭南市,陕西省,铜川市,Off-site,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,restaurant,0
6545,福建省,莆田市,福建省,莆田市,Same Place,nut and nut product,Specification,过氧化值,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
8710,湖南省,岳阳市,湖北省,恩施土家族苗族自治州,Off-site,vegetable and vegetable product,Food additive,二氧化硫,Pre-packaged,Provincially Mandated,manufacturer,restaurant,0
8159,广东省,汕头市,广东省,汕头市,Same Place,fruit and fruit product,Food additive,甜蜜素,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
1092,贵州省,遵义市,贵州省,遵义市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
5806,甘肃省,庆阳市,甘肃省,庆阳市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
1284,辽宁省,铁岭市,辽宁省,铁岭市,Same Place,alcohol,Specification,酒精度,Bulk weighing,Provincially Mandated,wholesale/retail,wholesale/retail,0
6093,河北省,石家庄市,河北省,石家庄市,Same Place,condiment,Food additive,苯甲酸,Pre-packaged,Provincially Mandated,restaurant,other supermarket/convenience store,0
3648,河南省,濮阳市,河南省,濮阳市,Same Place,pastry,Microbial contamination,菌落总数;霉菌,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,2
2287,吉林省,吉林市,吉林省,吉林市,Same Place,meat and meat product,Food additive,山梨酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,1
6474,江苏省,镇江市,江苏省,镇江市,Same Place,condiment,Specification,总酸,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
606,广西壮族自治区,钦州市,广西壮族自治区,钦州市,Same Place,cereal and cereal product,Microbial contamination,大肠菌群,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,3
5764,贵州省,贵阳市,贵州省,贵阳市,Same Place,snack,Microbial contamination,大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
5542,广东省,汕头市,广东省,汕头市,Same Place,restaurant food,Food additive,山梨酸,Pre-packaged,Provincially Mandated,restaurant,restaurant,0
3370,浙江省,宁波市,浙江省,宁波市,Same Place,pastry,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
3537,安徽省,合肥市,安徽省,合肥市,Same Place,pastry,Microbial contamination,菌落总数,Bulk weighing,Nationally Mandated,manufacturer,chain supermarket,0
9225,河南省,驻马店市,河南省,驻马店市,Same Place,frozen ice and ice cream,Microbial contamination,大肠菌群,Pre-packaged,Provincially Mandated,manufacturer,restaurant,0
5175,湖北省,武汉市,湖北省,武汉市,Same Place,aquatic product,Environmental contaminant,镉,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,1
6198,河南省,郑州市,河南省,郑州市,Same Place,condiment,Specification,谷氨酸钠;呈味核苷酸二钠,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1728,安徽省,阜阳市,安徽省,阜阳市,Same Place,confectionery,Microbial contamination,菌落总数,Bulk weighing,Nationally Mandated,manufacturer,manufacturer,0
6971,浙江省,嘉兴市,浙江省,杭州市,Off-site,nut and nut product,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
7594,贵州省,贵阳市,贵州省,贵阳市,Same Place,"edible oil, fat and their product",Specification,酸价,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
4330,陕西省,咸阳市,陕西省,咸阳市,Same Place,pastry,Food additive,脱氢乙酸,Bulk weighing,Nationally Mandated,manufacturer,manufacturer,0
2842,山东省,临沂市,山东省,临沂市,Same Place,convenience food,Microbial contamination,大肠菌群;菌落总数,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,3
2792,安徽省,宿州市,安徽省,宿州市,Same Place,convenience food,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
6734,浙江省,湖州市,浙江省,湖州市,Same Place,nut and nut product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
2647,河南省,驻马店市,河南省,许昌市,Off-site,convenience food,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,wholesale market,0
1567,黑龙江省,哈尔滨市,黑龙江省,哈尔滨市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,wholesale market,0
2462,浙江省,衢州市,浙江省,衢州市,Same Place,meat and meat product,Specification,酸价;过氧化值,Bulk weighing,Nationally Mandated,manufacturer,manufacturer,0
4710,广东省,广州市,广东省,东莞市,Off-site,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,0
2677,江苏省,徐州市,河南省,周口市,Off-site,convenience food,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
4666,江苏省,苏州市,江苏省,苏州市,Same Place,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
2907,福建省,厦门市,广东省,广州市,Off-site,convenience food,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
7561,山东省,威海市,山东省,威海市,Same Place,"edible oil, fat and their product",Food additive,邻苯二甲酸二正丁酯,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
6524,陕西省,西安市,陕西省,西安市,Same Place,nut and nut product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
5714,河南省,焦作市,河南省,焦作市,Same Place,snack,Microbial contamination,菌落总数;大肠菌群;霉菌,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,3
4005,贵州省,黔西南布依族苗族自治州,贵州省,黔西南布依族苗族自治州,Same Place,pastry,Food additive,山梨酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2596,福建省,漳州市,广东省,广州市,Off-site,convenience food,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
2572,广东省,汕头市,广东省,汕头市,Same Place,convenience food,Microbial contamination,大肠菌群,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,3
4614,广东省,佛山市,广东省,广州市,Off-site,pastry,Specification,脂肪,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
2561,河北省,邯郸市,河北省,邯郸市,Same Place,convenience food,Microbial contamination,霉菌,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
524,浙江省,衢州市,浙江省,衢州市,Same Place,cereal and cereal product,Environmental contaminant,镉,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
8290,山东省,临沂市,山东省,菏泽市,Off-site,vegetable and vegetable product,Food additive,苯甲酸,Pre-packaged,Provincially Mandated,manufacturer,restaurant,0
4973,安徽省,六安市,安徽省,合肥市,Off-site,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
5432,广东省,佛山市,广东省,湛江市,Off-site,sugar,Specification,还原糖分,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
4026,山东省,德州市,山东省,德州市,Same Place,pastry,Microbial contamination,山梨酸;纳他霉素;防腐剂混合使用时各自用量占其最大使用量比例之和;菌落总数,Bulk weighing,Nationally Mandated,manufacturer,other supermarket/convenience store,2
8621,黑龙江省,哈尔滨市,黑龙江省,哈尔滨市,Same Place,vegetable and vegetable product,Food additive,二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
1274,四川省,成都市,浙江省,舟山市,Off-site,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
7381,安徽省,芜湖市,安徽省,芜湖市,Same Place,"edible oil, fat and their product",Environmental contaminant,苯并[a]芘,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
6479,河南省,南阳市,河南省,南阳市,Same Place,condiment,Specification,总酸,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
5400,湖北省,孝感市,湖北省,孝感市,Same Place,sugar,Specification,蔗糖;还原糖分,Pre-packaged,Nationally Mandated,wet market,online store,0
8209,黑龙江省,哈尔滨市,黑龙江省,哈尔滨市,Same Place,egg and egg product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2153,辽宁省,沈阳市,辽宁省,沈阳市,Same Place,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
911,河南省,南阳市,河南省,南阳市,Same Place,alcohol,Specification,固形物,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2212,贵州省,遵义市,四川省,阿坝藏族羌族自治州,Off-site,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
266,河南省,郑州市,河南省,郑州市,Same Place,cereal and cereal product,Food additive,铝,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1711,四川省,宜宾市,四川省,宜宾市,Same Place,confectionery,Microbial contamination,大肠菌群,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
9171,广东省,佛山市,广东省,佛山市,Same Place,frozen ice and ice cream,Microbial contamination,大肠菌群,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,1
5096,广东省,广州市,广东省,广州市,Same Place,aquatic product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
4202,山东省,德州市,山东省,德州市,Same Place,pastry,Food additive,酸价;山梨酸;纳他霉素;防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Nationally Mandated,manufacturer,other supermarket/convenience store,2
7644,广东省,湛江市,广东省,东莞市,Off-site,"edible oil, fat and their product",Specification,酸价,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,0
4868,浙江省,杭州市,浙江省,丽水市,Off-site,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
5173,江苏省,盐城市,江苏省,盐城市,Same Place,aquatic product,Food additive,山梨酸及其钾盐,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,0
160,安徽省,淮南市,安徽省,芜湖市,Off-site,cereal and cereal product,Toxin,脱氧雪腐镰刀菌烯醇,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,1
4720,浙江省,宁波市,浙江省,宁波市,Same Place,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
546,湖北省,荆州市,湖北省,荆州市,Same Place,cereal and cereal product,Environmental contaminant,总汞,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
9182,辽宁省,沈阳市,辽宁省,抚顺市,Off-site,frozen ice and ice cream,Specification,蛋白质,Pre-packaged,Nationally Mandated,restaurant,wholesale market,0
